original	translation	z_mean	pred_zscore
Most of the Bataks who came before World War 2 worked as gardeners, peons and manual labourers.	Die meisten Bataks, die vor dem 2. Weltkrieg kamen, arbeiteten als Gärtner, Peons und Handwerker.	-0.28587082	-0.08484255878946614
"and ""Americans and Blacks cannot govern themselves."	"und ""Amerikaner und Schwarze können sich nicht selbst regieren."	0.63936263	-0.17660063942129456
The four ventricles, two lateral, a third, and a fourth ventricle, all contain choroid plexus that produces cerebrospinal fluid.	Die vier Herzkammern, zwei seitliche, eine dritte und eine vierte Herzkammer, alle enthalten Choroidplexus, die zerebrospinale Flüssigkeit produziert.	0.4954656	-0.1426302479694597
Rebellions occurred even by Dominican freedmen, while Dominicans and Haitians worked together to oust Boyer from power.	Rebellionen ereigneten sich sogar bei Dominikanern, während Dominikaner und Haitianer zusammenarbeiteten, um Boyer von der Macht zu verdrängen.	0.3707603	-0.10374836960847875
He attributed the drought to massive deforestation.	Er verwies die Dürre auf massive Entwaldung.	0.00784684	-0.040659150858852376
Walter Corry became a cornet in the Dragoons of the Cromwellian army.	Walter Corry wurde ein Kornett in den Dragonen der cromwellianischen Armee.	0.49747607	-0.10262145864433499
In 1921, a booby trap bomb mailed to the American ambassador in Paris exploded, wounding his valet.	1921 explodierte eine Sprengfalle, die an den amerikanischen Botschafter in Paris geschickt wurde, und verwundete seinen Valet.	-0.515917	-0.14467234282971764
He then helped Ironhide finish off Crowbar and Crankcase in a Mexican Standoff, as Sideswipe called it.	Dann half er Ironhide, Crowbar und Crankcase in einem mexikanischen Standoff zu beenden, wie Sideswipe es nannte.	-0.24842444	-0.18722040429834644
The besieged languished as the Emperor waited for them to surrender from starvation.	Die Belagerten schmachteten, als der Kaiser darauf wartete, dass sie sich vor Hunger ergeben.	0.44301814	-0.15628827811432552
Quinn criticized the Canucks organization for not yet retiring Bure's jersey.	Quinn kritisierte die Canucks Organisation für noch nicht im Ruhestand Bure 's Trikot.	-0.43496826	-0.5401650686851184
By 2011, over 120 pairs nested on the small islet.	Bis 2011 nisteten über 120 Paare auf der kleinen Insel.	0.51566356	-0.053526200636362396
The Gators amassed 284 yards of offense in the first half.	Die Gators sammelte 284 Meter Straftat in der ersten Hälfte.	-0.39972448	-0.11366903567599895
Díaz and his companions then boarded the Itza canoes, leaving thirty Maya porters with their mules and supplies.	Díaz und seine Gefährten stiegen dann an Bord der Itza Kanus und hinterließen dreißig Maya Träger mit ihren Maultieren und Vorräten.	0.60705465	-0.2136408917754521
Hanoi Agreement between Cambodia and Viet Nam on Waterway Transportation, 13 December 1998.	Hanoi Abkommen zwischen Kambodscha und Vietnam über den Transport von Wasserstraßen, 13. Dezember 1998.	0.22236809	-0.07481838978131397
In 1853, he was a prominent attendee of the radical abolitionist National African American Convention in Rochester.	1853 war er prominenter Teilnehmer des radikalen Abolitionismus National African American Convention in Rochester.	0.04310469	-0.16322588048236883
Most scions of the older senatorial families might serve one, or at most two military tribunates as a prerequisite to higher office.	Die meisten Scions der älteren Senatorialfamilien könnten einem oder höchstens zwei Militärtribunaten als Voraussetzung für ein höheres Amt dienen.	0.39070252	-0.28765965788760073
"Collection of phonetics resources by the University of North Carolina ""A Little Encyclopedia of Phonetics"" by Peter Roach."	"Sammlung phonetischer Ressourcen der University of North Carolina ""A Little Encyclopedia of Phonetics"" von Peter Roach."	0.2903885	-0.17855993192904693
The Raiders recovered the fumble, thereby securing their victory.	Die Raiders erholten den Fumble und sicherten sich damit ihren Sieg.	-0.32445297	-0.14750687073018237
Indigenous mammals include the leopard, hyena, fox, wolf, hare, oryx, and ibex.	Indigene Säugetiere sind Leopard, Hyäne, Fuchs, Wolf, Hase, Oryx und Steinbock.	-0.06044803	-0.07860732374486921
Becoming the Yankees' leadoff batter, Jeter batted .291, with 10 home runs, 70 RBIs, 116 runs, and 190 hits.	Zu den Yankees leadoff Teig, Jeter batted .291, mit 10 home läuft, 70 RBIs, 116 läuft, und 190 Hits.	-0.7537688	-0.6206068278078525
Pele's Santos squad defeated the Washington Whips 3 to 1.	Die Santos-Kader von Pele besiegten die Washington Whips 3: 1.	0.4681326	-0.053767707497836964
Massive floods from prehistoric Glacial Lake Missoula during the Late Pleistocene also deposited large amounts of sediment into the trench.	Massive Überschwemmungen aus der prähistorischen Glacial Lake Missoula während des späten Pleistozän auch große Mengen von Sedimenten in den Graben deponiert.	-0.21381855	-0.2232633967403097
Love scored her first victory on August 11, 2017, at House of Hardcore 32 where she defeated Katred with Velvet Sky at ringside.	Liebe erzielte ihren ersten Sieg am 11. August 2017 im House of Hardcore 32, wo sie Katred mit Velvet Sky am Ring besiegte.	-0.55196613	-0.18543579570092378
Orleck also attacked a large sampan, suspected of minelaying, and struck her four times with gunfire.	Orleck griff auch einen großen Sampan an, der der Minenräumung verdächtigt wurde, und schlug sie viermal mit Gewehrfeuer.	-0.26254445	-0.1619733133166157
On 8 December 1917 the German Type UB III submarine torpedoed and sank her in the North Sea three miles north of Whitby.	Am 8. Dezember 1917 torpedierte und sank sie das deutsche U-Boot Typ UB III in der Nordsee drei Meilen nördlich von Whitby.	-0.7848222	-0.12927655278687308
Lampreys and hagfish do not have gill slits as such.	Lampreys und Feilsche haben keine Kiemenschlitze als solche.	0.20446011	-0.13827077674368407
However, Cyclops reprimands Magneto for acting on his own authority.	Jedoch rügt Cyclops Magneto, weil er in seiner eigenen Autorität gehandelt hat.	0.4777907	-0.18406301985675252
Bertie Carvel has a cameo as Bamatabois, a dandy who sexually harasses Fantine.	Bertie Carvel hat einen Kamee als Bamatabois, ein Dandy, der Fantine sexuell belästigt.	0.5611184	-0.2029826310678494
Arthur Elvin offered free admission to servicemen and servicewomen, and helped war charities.	Arthur Elvin bot freien Eintritt für Soldaten und Servicewesen an und half Kriegsgenossenschaften.	-0.77045006	-0.11344605039337431
Megaselia picta larvae will eat wasp meconia, eggs, larvae, and pupae.	Megaselia picta Larven fressen Wespenmekonia, Eier, Larven und Puppen.	0.56674933	-0.29322085272934534
The State Security Department extrajudicially apprehends and imprisons those accused of political crimes without due process.	Das State Security Department verhaftet und inhaftiert außergerichtlich die Angeklagten politischer Verbrechen ohne ordentliches Verfahren.	-0.27088657	-0.14038623158291624
Cleats attached to the battens secure the roofing pans.	Cleats befestigt, um die Mast sichern die Dachpfannen.	-2.3829877	-0.6791989345790733
It also achieved some critical acclaim from the jazz cognoscenti.	Es erreichte auch einige kritische Anerkennung von den Jazz-Cogoscenti.	-0.2763949	-0.06917439258706382
In the SBH, boys are routinely caned on the buttocks for serious offences such as fighting, bullying and absconding.	In der SBH werden Jungen routinemäßig wegen schwerer Vergehen wie Kämpfen, Mobbing und Flucht auf das Gesäß geschlagen.	-0.36231077	-0.2001742512787022
Clashes between the tribesmen and the rebels escalated after Zino Berri's execution.	Nach der Hinrichtung Zino Berris eskalierten Zusammenstöße zwischen den Stammesangehörigen und den Rebellen.	0.5796164	-0.06268602929818451
Parodying specific targets became a staple of Mad.	Parodying spezifische Ziele wurde zu einem Grundnahrungsmittel des Mad.	-0.66144013	-0.45164899068845316
"The afro, sometimes nicknamed the ""'fro,"" remained a popular black hairstyle until the late 1970s."	"Die afro, manchmal auch das ""'fro"" genannt, blieb eine beliebte schwarze Frisur bis in die späten 1970er Jahre."	0.47048515	-0.20922149779457375
During the 1900s, Karachi saw its major beautification project under the mayoralty of Harchandrai Vishandas.	Während der 1900er Jahre, Karachi sah seine große Verschönerung Projekt unter dem Bürgermeisteramt von Harchandrai Vishandas.	-0.49713346	-0.19861226479569144
In these areas, rainwater runoff percolates quickly through the soil.	In diesen Gebieten durchdringt Regenwasserabfluss schnell den Boden.	0.589008	-0.06481201601558625
Slops or galligaskins were loose hose reaching just below the knee.	Slops oder Galligaskins waren lose Schlauch erreichen knapp unter dem Knie.	-1.0396775	-0.6449881257704021
The missing snake quickly sparked a popular Twitter parody account, @BronxZoosCobra, which narrated the daily hijinks of the cobra.	Die fehlende Schlange löste schnell einen beliebten Twitter-Parodie-Account, @ BronxZoosCobra, der die täglichen Hijinks der Kobra erzählte.	0.4348765	-0.2169370064743141
Hook knocks Liam unconscious and manages to escape.	Haken klopft Liam bewusstlos und gelingt es zu entkommen.	-0.41080904	-0.6258288235388944
The German bridgehead dangerously exposed the eastern flank of the southward stretched BEF's 4th Infantry Division.	Der deutsche Brückenkopf deckte gefährlich die Ostflanke der nach Süden gestreckten 4. Infanterie-Division der BEF auf.	0.58132374	-0.19973445457306954
Commentary, Bruce Gillespie Mad Dan's Review, Marc Ortlieb Enigma, Van Ikin South of Harad, East of Rhun, Jon Noble	Kommentar, Bruce Gillespie Mad Dan 's Review, Marc Ortlieb Enigma, Van Ikin South of Harad, East of Rhun, Jon Noble	0.32596743	-0.37312076487866574
Timur personally led most of these raids to subdue the recalcitrant Georgian monarch.	Timur persönlich führte die meisten dieser Überfälle, um den widerspenstigen georgischen Monarchen zu unterwerfen.	0.46261558	-0.07955991396689599
Maximinus mobilized against Licinius, and seized Asia Minor.	Maximinus mobilisierte gegen Licinius und beschlagnahmte Kleinasien.	0.58589786	-0.01770038278561986
This strengthened the political stance promoting ethnic identities.	Dies stärkte die politische Haltung zur Förderung ethnischer Identitäten.	0.7958773	-0.040530589311541104
The government bombed three other bakeries in and around Aleppo at Kafar Hamra, Ramoon and Qadi Askar.	Die Regierung bombardierte drei weitere Bäckereien in und um Aleppo in Kafar Hamra, Ramoon und Qadi Askar.	0.36646587	-0.07472977673740451
Benjamin sobbed with relief and expresses his remorse.	Benjamin schluchzte erleichtert und drückt seine Reue aus.	-0.36375517	-0.10416564988492129
Daniel Kaya, and Charlotte Luzy hatch a plan to distract them long enough to Benny to bring Nina's stuff from Benny's safe.	Daniel Kaya und Charlotte Luzy schlüpfen einen Plan, sie lange genug abzulenken, um Nina 's Zeug aus Bennys Safe zu bringen.	-0.666489	-0.5130861572383083
Freeman officiated at several baptisms and weddings in Abeokuta and presided over a missionary meeting.	Freeman amtierte bei mehreren Taufen und Hochzeiten in Abeokuta und leitete ein missionarisches Treffen.	0.32779005	-0.0959289948198937
A $7 million judgment in a civil suit against the Klan bankrupted the local subgroup, the United Klans of America.	Ein Urteil von $7 Millionen in einem Zivilklage gegen die Klan bankrott die lokale Untergruppe, die Vereinigten Klans von Amerika.	-0.8550009	-0.14995389814764956
602 Squadron lost three Spitfires and one damaged.	602 Geschwader verloren drei Spitfire und eine beschädigt.	0.2796491	-0.20738931416128167
For this reason, benzodiazepines show no affinity for GABAA receptors containing α4 and α6 subunits with an arginine instead of a histidine residue.	Aus diesem Grund weisen Benzodiazepine keine Affinität zu GABAA-Rezeptoren auf, die anstelle eines Histidinrückstands Subeinheiten mit Arginin enthalten.	0.2901439	-0.07067827215603556
Gaius Valerius Anemestione C. Ius, an anaglyptarius, or metalworker, so described in a Cordovan inscription.	Gaius Valerius Anemestione C. Ius, ein Anaglyphentar oder Metallarbeiter, so beschrieben in einer Cordovan-Inschrift.	0.016578736	-0.1578938447828655
Although puzzled, Geschwitz agrees to the bargain.	Obwohl verwundert, stimmt Geschwitz dem Abkommen zu.	0.6324779	-0.08560412253158974
She inherited her fortune from her aunt, the wealthy widow Lady Radclyffe.	Sie erbte ihr Vermögen von ihrer Tante, der reichen Witwe Lady Radclyffe.	0.561521	-0.0859527640158237
From Cotonou, the legionnaires marched to seize Abomey, the capital of the Kingdom of Dahomey.	Von Cotonou marschierten die Legionäre, um Abomey, die Hauptstadt des Königreichs Dahomey, zu erobern.	0.4999546	-0.08220486806030851
Early on August 2, Chantal weakened to a tropical depression and dissipated over Oklahoma by August 4.	Anfang August 2, Chantal geschwächt, um eine tropische Depression und zerstreute über Oklahoma bis zum 4. August.	-0.57189006	-0.4072411448023638
Knocking Nathan out in a subsequent confrontation, Peter proceeds to the lab, where he teams up with Flint and Knox to destroy the formula.	Peter schlägt Nathan in einer anschließenden Konfrontation aus und geht in das Labor, wo er sich mit Flint und Knox zusammensetzt, um die Formel zu zerstören.	0.49213862	-0.19353263100404502
"Monterey County cited the former Monterey Bay Area Council in 1989 for their ""repeated destruction of Dudley's lousewort and its habitat."""	"Monterey County zitierte 1989 den ehemaligen Monterey Bay Area Council für ihre ""wiederholte Zerstörung von Dudleys Lautswort und seinem Lebensraum""."	-1.1859174	-0.13528553403493068
